player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id
Ameer Abdullah,2023,1,1.75,1.75,0.5,0.008,1.988212,1.988212,0.56806,00-0032104
Zach Charbonnet,2023,4,6.876078,1.71902,3.813333,0.008,7.812057,1.953015,4.332408,00-0039165
Antonio Williams,2022,2,1.585,1.585,0.01,0.008,1.944328,1.944328,0.012267,NA
Peyton Barber,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032741
J.K. Dobbins,2020,4,5.729438,1.43236,3.207293,0.007,7.382939,1.845735,4.132909,00-0036158
Dare Ogunbowale,2022,1,3,1.5,0.55,0.007,3.680115,1.840058,0.674688,00-0033854
Tevin Coleman,2022,1,1.5,1.5,0.65,0.007,1.840058,1.840058,0.797358,00-0032058
James Cook,2022,4,5.832064,1.458016,3.096594,0.007,7.154223,1.788556,3.798608,00-0037248
Trey Sermon,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036984
A.J. Dillon,2020,4,5.28583,1.321458,2.76024,0.007,6.811307,1.702827,3.556838,00-0036265
Giovani Bernard,2022,1,1.2725,1.2725,0.895,0.006,1.560982,1.560982,1.097901,00-0030456
Lamar Miller,2021,1,1.2125,1.2125,0.1375,0.007,1.696836,1.696836,0.192425,00-0029615
Josh Adams,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0034457
JaMycal Hasty,2023,2,2.9,1.45,0.3,0.006,3.294751,1.647375,0.340836,00-0035806
Salvon Ahmed,2023,1,1.45,1.45,0.3,0.006,1.647375,1.647375,0.340836,00-0036020
Theo Riddick,2021,1,1.175,1.175,0.05,0.006,1.644356,1.644356,0.069973,00-0030107
Derrius Guice,2018,4,4.541936,1.135484,2.473224,0.006,6.546334,1.636584,3.564681,00-0034358
Kendre Miller,2023,4,5.654312,1.413578,1.112228,0.006,6.423983,1.605996,1.263626,00-0038551
Matt Breida,2023,1,1.4,1.4,0.5,0.006,1.590569,1.590569,0.56806,00-0033308
Antonio Gibson,2020,4,4.932638,1.23316,1.147372,0.006,6.356184,1.589047,1.478501,00-0036328
Dwayne Washington,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0032450
Rachaad White,2022,4,5.13,1.2825,0.910908,0.006,6.292997,1.573249,1.117415,00-0037256
Dontrell Hilliard,2022,1,1.1875,1.1875,0.1525,0.006,1.456712,1.456712,0.187073,00-0034253
Tyrion Davis-Price,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037827
Duke Johnson,2022,1,1.2725,1.2725,0.3775,0.006,1.560982,1.560982,0.463081,00-0032257
Tyjae Spears,2023,4,5.490602,1.372651,0.993164,0.006,6.237988,1.559498,1.128354,00-0039032
Brian Robinson Jr.,2022,4,5.044904,1.261226,0.84902,0.006,6.188609,1.547152,1.041497,00-0037746
Devon Achane,2023,4,5.43745,1.359363,0.954508,0.006,6.177601,1.544401,1.084437,00-0039040
Tank Bigsby,2023,4,5.392918,1.34823,0.92212,0.006,6.127007,1.531752,1.04764,00-0038555
Ke'Shawn Vaughn,2023,1,0.2898,0.2898,0,0.001,0.329248,0.329248,0,00-0036450
Alfred Morris,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0029141
Adrian Peterson,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0025394
Michael Carter,2021,4,4.28736,1.07184,0.80736,0.006,5.999955,1.499989,1.129862,00-0036924
Jonathan Williams,2023,1,1.3175,1.3175,0.1525,0.006,1.496839,1.496839,0.173258,00-0032975
Lynn Bowden,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036364
Kene Nwangwu,2021,4,4.232796,1.058199,0.752796,0.006,5.923595,1.480899,1.053502,00-0036842
Rhamondre Stevenson,2021,4,4.22906,1.057265,0.74906,0.006,5.918367,1.479592,1.048274,00-0036875
Chuba Hubbard,2021,4,4.193172,1.04829,0.713172,0.006,5.868143,1.467032,0.99805,00-0036555
Zack Moss,2020,4,4.522081,1.13052,0.91442,0.006,5.827142,1.456785,1.178319,00-0036251
Trenton Cannon,2022,1,1.1875,1.1875,0.125,0.006,1.456712,1.456712,0.153338,00-0034164
Royce Freeman,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034838
Elijhaa Penny,2020,2,2.25,1.125,0.335,0.006,2.899344,1.449672,0.43168,00-0032813
Darrynton Evans,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036297
Darrell Henderson,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035664
Trayveon Williams,2023,1,1.2325,1.2325,0.0525,0.005,1.400269,1.400269,0.059646,00-0035291
Myles Gaskin,2023,1,1.2325,1.2325,0,0.005,1.400269,1.400269,0,00-0035311
Ty Johnson,2023,1,1.2325,1.2325,0.25,0.005,1.400269,1.400269,0.28403,00-0035537
Wayne Gallman,2022,1,0.2772,0.2772,0,0.001,0.340043,0.340043,0,00-0033950
Troymaine Pope,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0033164
Corey Clement,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033725
Trey Edmunds,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0033838
Brian Hill,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033567
Alex Collins,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032426
Rod Smith,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0031900
C.J. Prosise,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032393
Dameon Pierce,2022,4,4.500432,1.125108,0.815432,0.005,5.520703,1.380176,1.000295,00-0037258
Kenjon Barner,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0030465
Zamir White,2022,4,4.403924,1.100981,0.743924,0.005,5.402316,1.350579,0.912575,00-0038040
Isaiah Spiller,2022,4,4.396952,1.099238,0.736952,0.005,5.393763,1.348441,0.904023,00-0038045
Pierre Strong Jr.,2022,4,4.373428,1.093357,0.713428,0.005,5.364906,1.341227,0.875166,00-0038098
Craig Reynolds,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035567
Kenneth Gainwell,2021,4,3.815524,0.953881,0.335524,0.005,5.339643,1.334911,0.46955,00-0036919
Hassan Haskins,2022,4,4.352208,1.088052,0.692208,0.005,5.338876,1.334719,0.849135,00-0037617
Joshua Kelley,2020,4,4.075344,1.018836,0.780344,0.005,5.251478,1.312869,1.005549,00-0036370
Roschon Johnson,2023,4,4.608688,1.152172,0.768688,0.005,5.236027,1.309007,0.873323,00-0039021
La'Mical Perine,2023,2,1.995,0.9975,0,0.004,2.266561,1.133281,0,00-0036269
Avery Williams,2021,4,3.720152,0.930038,0.240152,0.005,5.206174,1.301544,0.336081,00-0036950
"Anthony McFarland, Jr.",2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036336
Kalen Ballage,2021,1,0.92,0.92,0,0.005,1.287496,1.287496,0,00-0034799
Paul Perkins,2021,1,0.92,0.92,0,0.005,1.287496,1.287496,0,00-0032417
Ito Smith,2022,2,2.045,1.0225,0,0.005,2.508612,1.254306,0,00-0034378
Elijah Mitchell,2021,4,3.663572,0.915893,0.183572,0.005,5.126993,1.281748,0.2569,00-0036567
Gary Brightwell,2021,4,3.658872,0.914718,0.178872,0.005,5.120416,1.280104,0.250323,00-0036569
Larry Rountree III,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036650
Chris Evans,2021,4,3.652888,0.913222,0.172888,0.005,5.112042,1.27801,0.241948,00-0036857
Demetric Felton,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0036654
Ryquell Armstead,2021,2,1.815,0.9075,0,0.005,2.540005,1.270003,0,00-0035268
John Kelly,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0034808
Jaylen Samuels,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0034331
Jeremy McNichols,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033955
Justin Jackson,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034440
Jordan Wilkins,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034400
Khalil Herbert,2021,4,3.610704,0.902676,0.130704,0.005,5.053007,1.263252,0.182914,00-0036906
Jake Funk,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036860
Gerrid Doaks,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0036578
Kylin Hill,2021,4,3.559064,0.889766,0.079064,0.005,4.980739,1.245185,0.110646,00-0036669
Jermar Jefferson,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036670
Devine Ozigbo,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035184
Qadree Ollison,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035273
Benjamin Snell Jr.,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035217
Tyler Allgeier,2022,4,3.993888,0.998472,0.333888,0.005,4.899323,1.224831,0.409582,00-0037263
Snoop Conner,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037265
Jerome Ford,2022,4,3.982148,0.995537,0.322148,0.005,4.884921,1.22123,0.395181,00-0037267
DeeJay Dallas,2020,4,3.7894,0.94735,0.4944,0.005,4.883011,1.220753,0.637083,00-0036425
Kyren Williams,2022,4,3.970408,0.992602,0.310408,0.005,4.87052,1.21763,0.380779,00-0037840
Ty Chandler,2022,4,3.958844,0.989711,0.298844,0.005,4.856334,1.214084,0.366593,00-0037276
Jason Huntley,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036278
Taquan Mizzell,2021,1,0.8535,0.8535,0.0035,0.005,1.194432,1.194432,0.004898,00-0033373
Bo Scarbrough,2021,1,0.85,0.85,0,0.005,1.189534,1.189534,0,00-0034432
Elijah McGuire,2021,1,0.85,0.85,0,0.005,1.189534,1.189534,0,00-0033295
Dexter Williams,2022,1,0.895,0.895,0,0.004,1.097901,1.097901,0,00-0034995
Patrick Laird,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0035342
Darius Jackson,2021,1,0.85,0.85,0,0.005,1.189534,1.189534,0,00-0033049
Ryan Nall,2022,1,0.965,0.965,0,0.005,1.18377,1.18377,0,00-0034597
Israel Abanikanda,2023,4,4.17638,1.044095,0.33638,0.005,4.744873,1.186218,0.382168,00-0038389
Kevin Harris,2023,2,1.855,0.9275,0,0.004,2.107504,1.053752,0,00-0037286
Rico Dowdle,2023,1,1.04,1.04,0.1,0.005,1.181566,1.181566,0.113612,00-0036139
Tyler Badie,2023,1,0.245667,0.245667,0,0.001,0.279107,0.279107,0,00-0037085
Keaontay Ingram,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037299
Trestan Ebner,2022,4,3.825936,0.956484,0.165936,0.005,4.693295,1.173324,0.203555,00-0037087
Austin Walter,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035187
Jeremy Cox,2021,2,1.675,0.8375,0,0.005,2.344082,1.172041,0,00-0035427
Jordan Scarlett,2021,2,1.675,0.8375,0,0.005,2.344082,1.172041,0,00-0035275
Chase Brown,2023,4,4.126156,1.031539,0.286156,0.005,4.687812,1.171953,0.325108,00-0038597
Jonathan Ward,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0035924
Eric Gray,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0038396
Evan Hull,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0038397
Deon Jackson,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036493
Jaret Patterson,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0036755
Brittain Brown,2022,4,3.739856,0.934964,0.079856,0.004,4.5877,1.146925,0.09796,00-0037329
Isiah Pacheco,2022,4,3.739108,0.934777,0.079108,0.004,4.586783,1.146696,0.097042,00-0037197
Zander Horvath,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037331
Chris Rodriguez Jr.,2023,4,4.017692,1.004423,0.177692,0.004,4.564584,1.141146,0.20188,00-0038611
Pooka Williams Jr.,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Asim Rose,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Garrett Groshek,2021,3,2.44,0.813333,0.065,0.004,3.414663,1.138221,0.090964,NA
Spencer Brown,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036543
Josh Johnson,2021,3,2.435,0.811667,0.01,0.004,3.407666,1.135889,0.013995,00-0036799
Nate McCrary,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036582
Dedrick Mills,2021,3,2.435,0.811667,0.025,0.004,3.407666,1.135889,0.034986,NA
Stevie Scott III,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036548
Rakeem Boyd,2021,3,2.43,0.81,0.005,0.004,3.400668,1.133556,0.006997,NA
Javian Hawkins,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Caleb Huntley,2022,2,1.575,0.7875,0,0.004,1.932061,0.96603,0,00-0036829
Mekhi Sargent,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036698
JaQuan Hardy,2022,2,1.765,0.8825,0,0.004,2.165134,1.082567,0,00-0036768
Brenden Knox,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Trey Ragas,2022,1,0.825,0.825,0,0.004,1.012032,1.012032,0,00-0036523
Mark Walton,2018,4,3.145348,0.786337,0.685348,0.004,4.533419,1.133355,0.987798,00-0034679
CJ Marable,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036706
BJ Emmons,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Tre Harbison III,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Darius Clark,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Corey Taylor,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Otis Anderson,2021,3,2.425,0.808333,0,0.004,3.393671,1.131223,0,NA
Deuce Vaughn,2023,4,3.973332,0.993333,0.133332,0.004,4.514186,1.128546,0.151481,00-0038622
Zach Evans,2023,4,3.973332,0.993333,0.133332,0.004,4.514186,1.128546,0.151481,00-0039136
DeWayne McBride,2023,4,3.950404,0.987601,0.110404,0.004,4.488137,1.122034,0.125432,00-0039046
Lew Nichols III,2023,4,3.936336,0.984084,0.096336,0.004,4.472154,1.118038,0.109449,NA
Kenny McIntosh,2023,4,3.930852,0.982646,0.090852,0.004,4.465923,1.116405,0.103219,00-0038636
Bryce Love,2019,4,3.274332,0.818583,0.754332,0.004,4.443488,1.110872,1.023679,00-0035256
Reggie Bonnafon,2022,1,0.895,0.895,0,0.004,1.097901,1.097901,0,00-0034578
J.J. Taylor,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036096
Nathan Cottrell,2022,1,0.895,0.895,0,0.004,1.097901,1.097901,0,NA
Godwin Igwebuike,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0034614
Darwin Thompson,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035148
Eno Benjamin,2020,4,3.397716,0.849429,0.102716,0.004,4.378288,1.094572,0.13236,00-0036383
Kerrith Whyte,2021,1,0.78,0.78,0,0.004,1.091573,1.091573,0,00-0035596
Tony Brooks-James,2021,1,0.78,0.78,0,0.004,1.091573,1.091573,0,00-0035551
Raymond Calais,2020,4,3.3715,0.842875,0.0765,0.004,4.344506,1.086127,0.098578,00-0036435
Patrick Taylor,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035973
Damarea Crockett,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0035448
Tony Jones,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0035860
Zonovan Knight,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0037157
D'vonte Price,2022,3,2.585,0.861667,0.1,0.004,3.171033,1.057011,0.122671,NA
Adrian Killins,2021,2,1.5102,0.7551,0.0252,0.004,2.113452,1.056726,0.035266,00-0036000
Jacques Patrick,2023,1,1.855,0.9275,0,0.004,2.107504,1.053752,0,00-0035760
Mataeo Durant,2022,3,2.575,0.858333,0.015,0.004,3.158766,1.052921,0.018401,NA
Bryant Koback,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037495
C.J. Verdell,2022,3,2.575,0.858333,0.025,0.004,3.158766,1.052921,0.030668,NA
Raheem Blackshear,2022,3,2.575,0.858333,0.015,0.004,3.158766,1.052921,0.018401,00-0037429
Abram Smith,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037546
Greg Bell,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037437
Jaylen Warren,2022,3,2.572,0.857333,0.012,0.004,3.155085,1.051695,0.01472,00-0037228
Kennedy Brooks,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037131
Jerrion Ealy,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037210
John Lovett,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037234
Jashaun Corbin,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0037410
Malik Davis,2023,1,0.324999,0.324999,0,0.001,0.369238,0.369238,0,00-0037563
ZaQuandre White,2022,3,2.57,0.856667,0.03,0.004,3.152632,1.050878,0.036801,NA
Ronnie Rivers,2022,3,2.569,0.856333,0.009,0.004,3.151405,1.050468,0.01104,00-0037557
Tyler Goodson,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0037120
BJ Baylor,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Leddie Brown,2022,3,2.5675,0.855833,0.0075,0.004,3.149565,1.049855,0.0092,NA
Julius Chestnut,2022,3,2.5675,0.855833,0.0325,0.004,3.149565,1.049855,0.039868,00-0037594
Master Teague,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,NA
Ricky Person Jr.,2022,3,2.565,0.855,0.005,0.004,3.146499,1.048833,0.006134,NA
Aaron Shampklin,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037609
Kevin Marks Jr.,2022,3,2.564,0.854667,0.004,0.004,3.145272,1.048424,0.004907,NA
Tayon Fleet-Davis,2022,3,2.5635,0.8545,0.0035,0.004,3.144659,1.04822,0.004293,NA
Shermari Jones,2022,3,2.5625,0.854167,0.0025,0.004,3.143432,1.047811,0.003067,NA
Max Borghi,2022,3,2.561,0.853667,0.001,0.004,3.141592,1.047198,0.001227,NA
De'Montre Tuggle,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Jordan Mason,2022,3,2.56,0.853333,0.04,0.004,3.140365,1.046788,0.049068,00-0037525
TJ Pledger,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
DeAndre Torrey,2022,3,2.56,0.853333,0,0.004,3.140365,1.046788,0,NA
Sincere McCormick,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037509
Ty Williams,2022,2,1.695,0.8475,0,0.004,2.079265,1.039633,0,00-0036457
Pete Guerriero,2021,2,1.485,0.7425,0,0.004,2.078186,1.039093,0,NA
Tavien Feaster,2021,2,1.485,0.7425,0,0.004,2.078186,1.039093,0,NA
Johnny Stanton,2022,1,0.825,0.825,0,0.004,1.012032,1.012032,0,00-0034311
Elijah Holyfield,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,00-0035442
Darius Bradwell,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,00-0035898
Christian Wade,2021,2,1.485,0.7425,0,0.004,2.078186,1.039093,0,NA
Xazavian Valladay,2023,3,2.725,0.908333,0.175,0.004,3.09593,1.031976,0.198821,NA
Deneric Prince,2023,3,2.715,0.905,0.236,0.004,3.084569,1.02819,0.268125,00-0038518
Hunter Luepke,2023,3,2.715,0.905,0.2,0.004,3.084569,1.02819,0.227224,00-0038738
Darius Hagans,2023,3,2.715,0.905,0.02,0.004,3.084569,1.02819,0.022722,00-0038433
Keaton Mitchell,2023,3,2.713,0.904333,0.073,0.004,3.082296,1.027432,0.082937,00-0038454
Camerun Peoples,2023,3,2.71,0.903333,0.045,0.004,3.078888,1.026296,0.051125,00-0038777
Jaleel McLaughlin,2023,3,2.71,0.903333,0.055,0.004,3.078888,1.026296,0.062487,00-0038794
Emanuel Wilson,2023,3,2.71,0.903333,0.045,0.004,3.078888,1.026296,0.051125,00-0038797
Emari Demercado,2023,3,2.71,0.903333,0.07,0.004,3.078888,1.026296,0.079528,00-0038705
Hassan Hall,2023,3,2.71,0.903333,0.125,0.004,3.078888,1.026296,0.142015,00-0038714
Jordan Mims,2023,3,2.707,0.902333,0.012,0.004,3.07548,1.025159,0.013633,00-0038678
Tiyon Evans,2023,3,2.705,0.901667,0.01,0.004,3.073207,1.024403,0.011361,NA
Khalan Laborn,2023,3,2.705,0.901667,0.04,0.004,3.073207,1.024403,0.045445,00-0038878
SaRodorick Thompson,2023,3,2.705,0.901667,0.035,0.004,3.073207,1.024403,0.039764,00-0038910
Jacob Salyors,2023,3,2.705,0.901667,0.01,0.004,3.073207,1.024403,0.011361,00-0038896
Travis Dye,2023,3,2.7025,0.900833,0.0625,0.004,3.070367,1.023455,0.071008,00-0038495
Elijah Dotson,2023,3,2.702,0.900667,0.007,0.004,3.069799,1.023267,0.007953,00-0038862
Chris Smith,2023,3,2.7015,0.9005,0.0065,0.004,3.069231,1.023077,0.007385,NA
Carlos Washington Jr.,2023,3,2.7,0.9,0.005,0.004,3.067527,1.022509,0.005681,00-0038930
Calvin Tyler,2023,3,2.7,0.9,0.005,0.004,3.067527,1.022509,0.005681,00-0038898
Charles McClelland,2023,3,2.7,0.9,0.01,0.004,3.067527,1.022509,0.011361,NA
Sean Tucker,2023,3,2.7,0.9,0.155,0.004,3.067527,1.022509,0.176099,00-0038951
Mohamed Ibrahim,2023,3,2.7,0.9,0.1,0.004,3.067527,1.022509,0.113612,00-0038656
Tyler Hoosman,2023,3,2.698,0.899333,0.003,0.004,3.065254,1.021751,0.003408,00-0038867
Titus Swen,2023,3,2.698,0.899333,0.003,0.004,3.065254,1.021751,0.003408,NA
Isaiah Bowser,2023,3,2.6975,0.899167,0.0025,0.004,3.064686,1.021563,0.00284,NA
Christopher Brooks,2023,3,2.697,0.899,0.02,0.004,3.064118,1.021373,0.022722,00-0038685
Ronald Awatt,2023,3,2.697,0.899,0.007,0.004,3.064118,1.021373,0.007953,NA
Owen Wright,2023,3,2.697,0.899,0.002,0.004,3.064118,1.021373,0.002272,00-0038458
Ronnie Brown,2023,3,2.696,0.898667,0.001,0.004,3.062982,1.020994,0.001136,00-0038816
Clint Ratkovich,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,00-0038156
Clinton Toriano,2023,1,2.695,0.898333,0,0.004,3.061846,1.020615,0,NA
Alfonzo Graham,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,NA
Ellis Merriweather,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,00-0038965
Aaron Dykes,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,NA
Wayne Taulapapa,2023,3,2.695,0.898333,0,0.004,3.061846,1.020615,0,00-0039170
Derrick Gore,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0035715
LeVante Bellamy,2020,3,2.315,0.771667,0.065,0.004,2.983103,0.994368,0.083759,00-0035912
Rodney Smith,2021,1,0.2272,0.2272,0,0.001,0.317956,0.317956,0,00-0035957
Javon Leake,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035868
Darius Anderson,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Scottie Phillips,2020,3,2.295,0.765,0.01,0.004,2.957331,0.985777,0.012886,00-0036069
Xavier Jones,2020,3,2.294,0.764667,0.009,0.004,2.956042,0.985348,0.011597,00-0036078
Anthony Jones,2020,3,2.2925,0.764167,0.0075,0.004,2.954109,0.984704,0.009664,NA
Michael Warren,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0036006
Artavis Pierce,2021,1,0.1656,0.1656,0,0.001,0.231749,0.231749,0,00-0036208
Cameron Scarlett,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0036179
Devwah Whaley,2020,3,2.29,0.763333,0.005,0.004,2.950888,0.983629,0.006443,NA
Brian Herrien,2020,3,2.29,0.763333,0.04,0.004,2.950888,0.983629,0.051544,NA
Benny LeMay,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0036117
Bronson Rechsteiner,2020,3,2.288,0.762667,0.005,0.004,2.948311,0.982771,0.006443,NA
Mikey Daniel,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035793
James Gilbert,2020,3,2.287,0.762333,0.002,0.004,2.947022,0.98234,0.002577,NA
Napoleon Maxwell,2020,3,2.2865,0.762167,0.0015,0.004,2.946378,0.982126,0.001933,NA
Patrick Carr,2020,3,2.286,0.762,0.001,0.004,2.945734,0.981911,0.001289,00-0036054
Sandro Platzgummer,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Bobby Holly,2020,3,2.285,0.761667,0,0.004,2.944445,0.981482,0,00-0035905
Mike Weber,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0035303
Khalfani Muhammad,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0033797
Tyler Gaffney,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0031190
Jordan Chunn,2021,1,0.66,0.66,0,0.004,0.923638,0.923638,0,00-0034551
David Williams,2018,4,2.55398,0.638495,0.09398,0.004,3.681075,0.920269,0.135454,00-0034427
Dalyn Dawkins,2020,2,1.41,0.705,0,0.004,1.816922,0.908461,0,00-0034654
Rodney Anderson,2019,4,2.64784,0.66196,0.12784,0.004,3.593296,0.898324,0.173487,00-0035299
Matthew Colburn,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Tyreik McAllister,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0037450
Jon Hilliman,2020,2,1.267,0.6335,0.007,0.003,1.632653,0.816326,0.00902,00-0035013
William Stanback,2020,2,1.26,0.63,0.1,0.003,1.623633,0.811816,0.12886,00-0033508
Shaun Wilson,2020,2,1.26,0.63,0,0.003,1.623633,0.811816,0,00-0034621
Nico Evans,2019,3,1.767,0.589,0.012,0.003,2.397937,0.799312,0.016285,NA
Alec Ingold,2023,3,12.2,4.066667,4.08,0.018,13.860676,4.620226,4.635374,00-0035125
Xavier Turner,2019,3,1.765,0.588333,0.01,0.003,2.395223,0.798407,0.013571,00-0035494
Bruce Anderson,2019,3,1.7625,0.5875,0.0075,0.003,2.39183,0.797277,0.010178,00-0035467
Nick Brossette,2019,3,1.7625,0.5875,0.0375,0.003,2.39183,0.797277,0.05089,00-0034961
Jalin Moore,2019,3,1.7635,0.587333,0.0835,0.003,2.393188,0.79705,0.113315,NA
Devontae Jackson,2019,3,1.762,0.587333,0.007,0.003,2.391152,0.79705,0.009499,00-0034935
Karan Higdon,2020,2,1.11,0.555,0,0.003,1.430343,0.715172,0,00-0035454
Travon McMillian,2019,3,1.76,0.586667,0.005,0.003,2.388438,0.796146,0.006785,00-0035212
Alex Barnes,2019,3,1.7585,0.586167,0.007,0.003,2.386402,0.795468,0.009499,00-0035512
Jordan Ellis,2019,3,1.757,0.585667,0.002,0.003,2.384367,0.794789,0.002714,00-0035396
